id,platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,details,image_url,crawled_at,last_updated
485,JD.com,JD_SAMPLE_3_6,三星手表型号7,6216.00,7459.00,4.00,25181,三星官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:17
486,JD.com,JD_SAMPLE_3_7,戴尔耳机型号8,2729.00,3274.00,4.30,50551,戴尔官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:17
487,JD.com,JD_SAMPLE_4_0,三星耳机型号1,6689.00,8026.00,4.80,51003,三星官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:17
488,JD.com,JD_SAMPLE_4_1,戴尔手表型号2,3876.00,4651.00,3.80,88373,戴尔官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:17
489,JD.com,JD_SAMPLE_4_2,戴尔平板型号3,7463.00,8955.00,4.30,39696,戴尔官方旗舰店,平板,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:17
490,JD.com,JD_SAMPLE_4_3,华为笔记本型号4,8410.00,10092.00,4.50,31753,华为官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:58,2026-02-02 19:51:17
491,JD.com,JD_SAMPLE_4_4,苹果手机型号5,4372.00,5246.00,4.50,64462,苹果官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:58,2026-02-02 19:51:17
492,JD.com,JD_SAMPLE_4_5,小米耳机型号6,3806.00,4567.00,4.30,39108,小米官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:17
493,JD.com,JD_SAMPLE_4_6,苹果笔记本型号7,7608.00,9129.00,4.70,78988,苹果官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""苹果"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:58,2026-02-02 19:51:17
494,JD.com,JD_SAMPLE_4_7,戴尔平板型号8,2770.00,3324.00,3.90,49334,戴尔官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:17
495,JD.com,JD_SAMPLE_5_0,戴尔平板型号1,3957.00,4748.00,3.90,61524,戴尔官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
496,JD.com,JD_SAMPLE_5_1,小米手机型号2,9136.00,10963.00,5.00,54483,小米官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""小米"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
497,JD.com,JD_SAMPLE_5_2,三星笔记本型号3,8486.00,10183.00,4.70,37197,三星官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
498,JD.com,JD_SAMPLE_5_3,戴尔手表型号4,8474.00,10168.00,4.40,69523,戴尔官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
499,JD.com,JD_SAMPLE_5_4,华为笔记本型号5,7152.00,8582.00,4.70,81878,华为官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
500,JD.com,JD_SAMPLE_5_5,戴尔笔记本型号6,2513.00,3015.00,4.30,40653,戴尔官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
501,JD.com,JD_SAMPLE_5_6,小米平板型号7,1034.00,1240.00,5.00,58007,小米官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""小米"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
502,JD.com,JD_SAMPLE_5_7,联想笔记本型号8,4203.00,5043.00,3.90,5347,联想官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
503,JD.com,JD_SAMPLE_6_0,华为耳机型号1,9888.00,11865.00,4.70,52629,华为官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
504,JD.com,JD_SAMPLE_6_1,三星手机型号2,9407.00,11288.00,4.50,6498,三星官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
505,JD.com,JD_SAMPLE_6_2,华为耳机型号3,9052.00,10862.00,4.60,75513,华为官方旗舰店,耳机,"{""内存"": ""16GB"", ""品牌"": ""华为"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
506,JD.com,JD_SAMPLE_6_3,联想手机型号4,5131.00,6157.00,3.90,22344,联想官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
507,JD.com,JD_SAMPLE_6_4,联想笔记本型号5,1223.00,1467.00,4.90,95986,联想官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
508,JD.com,JD_SAMPLE_6_5,小米手表型号6,2006.00,2407.00,4.50,66515,小米官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
509,JD.com,JD_SAMPLE_6_6,苹果手表型号7,4983.00,5979.00,4.10,63415,苹果官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:59,2026-02-02 19:51:17
510,JD.com,JD_SAMPLE_6_7,联想平板型号8,9943.00,11931.00,4.60,44815,联想官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
511,JD.com,JD_SAMPLE_7_0,戴尔耳机型号1,9281.00,11137.00,4.90,96383,戴尔官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
512,JD.com,JD_SAMPLE_7_1,戴尔手表型号2,4178.00,5013.00,4.20,63126,戴尔官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
513,JD.com,JD_SAMPLE_7_2,戴尔耳机型号3,3065.00,3678.00,4.70,68911,戴尔官方旗舰店,耳机,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
514,JD.com,JD_SAMPLE_7_3,联想笔记本型号4,2820.00,3384.00,4.70,80375,联想官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
515,JD.com,JD_SAMPLE_7_4,三星平板型号5,4018.00,4821.00,4.90,56430,三星官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
516,JD.com,JD_SAMPLE_7_5,联想耳机型号6,4823.00,5787.00,4.80,28627,联想官方旗舰店,耳机,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
517,JD.com,JD_SAMPLE_7_6,三星手表型号7,3773.00,4527.00,4.60,64954,三星官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
518,JD.com,JD_SAMPLE_7_7,华为手机型号8,3129.00,3754.00,4.60,90905,华为官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
519,JD.com,JD_SAMPLE_8_0,戴尔手机型号1,4643.00,5571.00,4.20,40519,戴尔官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
520,JD.com,JD_SAMPLE_8_1,小米耳机型号2,4694.00,5632.00,4.40,39962,小米官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""小米"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
521,JD.com,JD_SAMPLE_8_2,三星平板型号3,5730.00,6876.00,4.70,9746,三星官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
522,JD.com,JD_SAMPLE_8_3,三星手机型号4,5978.00,7173.00,3.90,23726,三星官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:59,2026-02-02 19:51:17
523,JD.com,JD_SAMPLE_8_4,华为手表型号5,9355.00,11226.00,4.40,13014,华为官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
524,JD.com,JD_SAMPLE_8_5,小米手表型号6,4801.00,5761.00,3.90,40118,小米官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
525,JD.com,JD_SAMPLE_8_6,小米耳机型号7,4263.00,5115.00,4.60,70939,小米官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:59,2026-02-02 19:51:17
526,JD.com,JD_SAMPLE_8_7,联想手表型号8,5050.00,6060.00,4.40,63014,联想官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
527,JD.com,JD_SAMPLE_9_0,苹果手机型号1,7933.00,9519.00,4.40,74318,苹果官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:59,2026-02-02 19:51:17
528,JD.com,JD_SAMPLE_9_1,联想手表型号2,3011.00,3613.00,4.80,38542,联想官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
529,JD.com,JD_SAMPLE_9_2,联想平板型号3,1612.00,1934.00,4.40,21620,联想官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
530,JD.com,JD_SAMPLE_9_3,戴尔耳机型号4,7654.00,9184.00,4.80,85119,戴尔官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:59,2026-02-02 19:51:17
531,JD.com,JD_SAMPLE_9_4,苹果手机型号5,1449.00,1738.00,4.90,85770,苹果官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:59,2026-02-02 19:51:17
532,JD.com,JD_SAMPLE_9_5,华为笔记本型号6,3033.00,3639.00,4.20,99331,华为官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""华为"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:59,2026-02-02 19:51:17
533,JD.com,JD_SAMPLE_9_6,联想平板型号7,2432.00,2918.00,4.40,57697,联想官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
534,JD.com,JD_SAMPLE_9_7,联想手表型号8,5118.00,6141.00,4.60,67393,联想官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:59,2026-02-02 19:51:17
535,JD.com,JD_SAMPLE_10_0,华为手表型号1,7526.00,9031.00,3.90,62284,华为官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:03:00,2026-02-02 19:51:17
536,JD.com,JD_SAMPLE_10_1,三星耳机型号2,4917.00,5900.00,3.90,31722,三星官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:03:00,2026-02-02 19:51:17
537,JD.com,JD_SAMPLE_10_2,华为手机型号3,7601.00,9121.00,4.00,94465,华为官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:03:00,2026-02-02 19:51:17
538,JD.com,JD_SAMPLE_10_3,苹果耳机型号4,8610.00,10332.00,4.70,88596,苹果官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
539,JD.com,JD_SAMPLE_10_4,苹果平板型号5,7324.00,8788.00,4.10,92470,苹果官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
540,JD.com,JD_SAMPLE_10_5,苹果笔记本型号6,1416.00,1699.00,4.00,52672,苹果官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
541,JD.com,JD_SAMPLE_10_6,三星平板型号7,3005.00,3606.00,5.00,22895,三星官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:03:00,2026-02-02 19:51:17
542,JD.com,JD_SAMPLE_10_7,联想笔记本型号8,9626.00,11551.00,4.10,27712,联想官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:03:00,2026-02-02 19:51:17
543,JD.com,JD_SAMPLE_11_0,苹果手表型号1,3178.00,3813.00,4.60,29875,苹果官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
544,JD.com,JD_SAMPLE_11_1,小米平板型号2,9517.00,11420.00,4.60,55322,小米官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:03:00,2026-02-02 19:51:17
545,JD.com,JD_SAMPLE_11_2,联想手机型号3,9892.00,11870.00,4.30,38070,联想官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:03:00,2026-02-02 19:51:17
546,JD.com,JD_SAMPLE_11_3,戴尔手机型号4,1378.00,1653.00,4.30,58155,戴尔官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:03:00,2026-02-02 19:51:17
547,JD.com,JD_SAMPLE_11_4,华为手表型号5,6893.00,8271.00,4.40,49889,华为官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:03:00,2026-02-02 19:51:17
548,JD.com,JD_SAMPLE_11_5,苹果耳机型号6,6435.00,7722.00,4.70,61714,苹果官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""苹果"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
549,JD.com,JD_SAMPLE_11_6,苹果平板型号7,5572.00,6686.00,4.10,64362,苹果官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:03:00,2026-02-02 19:51:17
550,JD.com,JD_SAMPLE_11_7,华为手机型号8,5682.00,6818.00,4.40,87678,华为官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""华为"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:03:00,2026-02-02 19:51:17
551,jd,JD_SAMPLE_12_0,小米手表型号1,6060.00,7272.00,4.40,86695,小米官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 19:59:27,2026-02-02 19:51:19
552,jd,JD_SAMPLE_12_1,小米平板型号2,7836.00,9403.00,4.40,40782,小米官方旗舰店,平板,"{""内存"": ""16GB"", ""品牌"": ""小米"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=小米,2026-01-30 19:59:27,2026-02-02 19:51:19
553,jd,JD_SAMPLE_12_2,华为手机型号3,5494.00,6592.00,3.90,47867,华为官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 19:59:27,2026-02-02 19:51:19
554,jd,JD_SAMPLE_12_3,华为耳机型号4,1520.00,1824.00,5.00,46451,华为官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 19:59:27,2026-02-02 19:51:19
555,jd,JD_SAMPLE_12_4,华为笔记本型号5,5311.00,6373.00,4.90,31866,华为官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 19:59:27,2026-02-02 19:51:19
556,jd,JD_SAMPLE_1_0,苹果手表型号1,1439.00,1726.00,4.60,56118,苹果官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:58,2026-02-02 19:51:18
557,jd,JD_SAMPLE_1_1,华为手机型号2,9252.00,11102.00,4.10,9742,华为官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:58,2026-02-02 19:51:18
558,jd,JD_SAMPLE_1_2,戴尔手表型号3,3879.00,4654.00,4.30,66864,戴尔官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:18
559,jd,JD_SAMPLE_1_3,三星耳机型号4,2115.00,2538.00,4.30,29178,三星官方旗舰店,耳机,"{""内存"": ""16GB"", ""品牌"": ""三星"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:18
560,jd,JD_SAMPLE_1_4,小米手表型号5,6947.00,8336.00,4.90,72693,小米官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:18
561,jd,JD_SAMPLE_1_5,小米平板型号6,1176.00,1411.00,4.70,77454,小米官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:18
562,jd,JD_SAMPLE_1_6,戴尔手表型号7,5020.00,6024.00,4.20,7179,戴尔官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:18
563,jd,JD_SAMPLE_1_7,戴尔手机型号8,1258.00,1509.00,4.30,62337,戴尔官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 20:02:58,2026-02-02 19:51:18
564,jd,JD_SAMPLE_2_0,华为手机型号1,2546.00,3055.00,3.90,23395,华为官方旗舰店,手机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:58,2026-02-02 19:51:18
565,jd,JD_SAMPLE_2_1,联想手机型号2,5140.00,6168.00,4.10,96867,联想官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:58,2026-02-02 19:51:18
566,jd,JD_SAMPLE_2_2,小米笔记本型号3,7697.00,9236.00,4.10,77837,小米官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:18
567,jd,JD_SAMPLE_2_3,苹果笔记本型号4,1602.00,1922.00,4.20,30594,苹果官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:58,2026-02-02 19:51:18
568,jd,JD_SAMPLE_2_4,联想平板型号5,9724.00,11668.00,4.50,8714,联想官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""联想"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:58,2026-02-02 19:51:18
569,jd,JD_SAMPLE_2_5,联想耳机型号6,6165.00,7398.00,4.90,11595,联想官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:58,2026-02-02 19:51:18
570,jd,JD_SAMPLE_2_6,华为耳机型号7,4187.00,5024.00,4.00,22690,华为官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""华为"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:58,2026-02-02 19:51:18
571,jd,JD_SAMPLE_2_7,苹果手表型号8,4130.00,4956.00,4.40,32463,苹果官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 20:02:58,2026-02-02 19:51:18
572,jd,JD_SAMPLE_3_0,三星手机型号1,7056.00,8467.00,4.90,25905,三星官方旗舰店,手机,"{""内存"": ""16GB"", ""品牌"": ""三星"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:18
573,jd,JD_SAMPLE_3_1,联想手表型号2,1528.00,1833.00,4.70,21312,联想官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 20:02:58,2026-02-02 19:51:18
574,jd,JD_SAMPLE_3_2,小米笔记本型号3,5252.00,6302.00,4.10,92930,小米官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:18
575,jd,JD_SAMPLE_3_3,小米手机型号4,1742.00,2090.00,4.10,49798,小米官方旗舰店,手机,"{""内存"": ""8GB"", ""品牌"": ""小米"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=小米,2026-01-30 20:02:58,2026-02-02 19:51:18
576,jd,JD_SAMPLE_3_4,华为笔记本型号5,1980.00,2376.00,4.60,44426,华为官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=华为,2026-01-30 20:02:58,2026-02-02 19:51:18
577,jd,JD_SAMPLE_3_5,三星笔记本型号6,2168.00,2601.00,3.90,81224,三星官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:18
578,jd,JD_SAMPLE_3_6,三星手表型号7,6216.00,7459.00,4.00,25181,三星官方旗舰店,手表,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 20:02:58,2026-02-02 19:51:18
